deposit,age,job,education,default,housing,loan,contact,month,duration,campaign,pdays,poutcome
no,48,admin,secondary,no,yes,no,cellular,may,83,1,368,failure
no,41,bluecollar,secondary,no,yes,no,cellular,may,493,10,362,other
no,51,bluecollar,primary,no,yes,no,cellular,may,51,2,342,failure
no,45,bluecollar,primary,no,yes,no,cellular,may,204,1,364,failure
no,37,services,secondary,no,yes,no,cellular,may,107,3,369,failure
yes,47,services,secondary,no,yes,no,cellular,may,309,1,306,success
no,42,management,tertiary,no,no,yes,telephone,may,139,3,361,failure
no,33,admin,secondary,no,no,no,cellular,may,337,1,347,failure
no,51,bluecollar,primary,no,yes,no,cellular,may,100,1,369,failure
no,40,management,secondary,no,yes,no,cellular,may,223,4,258,failure
no,37,selfemployed,secondary,no,yes,no,cellular,may,165,1,175,failure
no,37,services,secondary,no,yes,no,cellular,may,107,2,368,failure
no,31,bluecollar,primary,no,no,no,cellular,may,240,1,365,failure
no,60,selfemployed,secondary,no,yes,yes,cellular,may,399,4,343,other
no,44,management,tertiary,no,yes,yes,cellular,may,118,2,369,failure
no,54,bluecollar,secondary,no,yes,no,cellular,may,278,2,309,failure
no,50,admin,secondary,no,yes,no,telephone,may,217,1,175,failure
no,47,bluecollar,unknown,no,yes,no,cellular,may,208,6,371,failure
no,33,admin,secondary,no,no,no,telephone,may,326,3,350,failure
no,40,services,secondary,no,yes,no,cellular,may,350,5,286,failure
no,40,bluecollar,secondary,no,yes,no,cellular,may,474,2,357,failure
no,40,admin,unknown,no,yes,no,cellular,may,234,6,174,failure
no,49,bluecollar,secondary,no,no,no,cellular,may,255,2,357,failure
no,49,management,tertiary,no,yes,no,cellular,may,288,2,350,failure
no,37,technician,secondary,no,yes,no,cellular,may,239,4,278,other
no,55,housemaid,secondary,no,yes,no,cellular,may,178,3,357,failure
no,44,bluecollar,secondary,no,no,yes,cellular,may,209,2,351,other
no,36,bluecollar,primary,no,yes,yes,cellular,may,692,4,172,other
no,52,retired,primary,no,yes,no,telephone,may,339,4,347,failure
no,43,bluecollar,primary,no,yes,no,cellular,may,175,2,369,failure
no,33,admin,secondary,no,yes,no,cellular,may,235,2,361,failure
no,38,bluecollar,primary,no,yes,no,cellular,may,455,2,328,failure
no,32,management,tertiary,no,yes,no,cellular,may,147,4,307,failure
no,43,management,tertiary,no,yes,no,telephone,may,236,6,342,other
no,42,bluecollar,primary,no,no,no,cellular,may,31,7,330,failure
yes,35,technician,secondary,no,yes,no,cellular,may,496,2,345,failure
no,48,bluecollar,secondary,no,yes,no,cellular,may,117,2,278,other
no,39,management,tertiary,no,yes,no,cellular,may,564,2,265,other
no,57,retired,primary,no,yes,no,cellular,may,164,2,366,failure
no,38,technician,tertiary,no,yes,no,cellular,may,5,7,355,failure
no,34,management,tertiary,no,yes,no,telephone,may,38,1,37,failure
no,27,bluecollar,secondary,no,no,no,telephone,may,15,7,366,other
no,55,retired,secondary,no,yes,no,cellular,may,87,3,364,failure
no,40,bluecollar,secondary,no,yes,no,cellular,may,135,6,370,failure
no,46,bluecollar,primary,no,no,no,telephone,may,32,1,301,failure
no,34,admin,primary,no,yes,no,cellular,may,217,1,287,failure
no,28,bluecollar,primary,no,yes,no,cellular,may,68,2,363,failure
no,37,bluecollar,secondary,no,yes,no,cellular,may,118,1,365,failure
no,50,management,tertiary,no,yes,no,cellular,may,200,2,259,failure
no,50,management,tertiary,no,yes,yes,cellular,may,157,1,299,failure
no,39,bluecollar,secondary,no,yes,no,cellular,may,9,12,349,other
no,39,technician,secondary,no,yes,yes,cellular,may,69,1,260,failure
no,39,technician,secondary,no,yes,no,cellular,may,6,7,175,other
no,33,management,tertiary,no,yes,no,cellular,may,93,1,301,failure
yes,36,bluecollar,primary,no,no,no,cellular,may,1512,1,345,failure
no,27,bluecollar,secondary,no,yes,no,telephone,may,363,1,359,failure
no,27,student,secondary,no,yes,no,cellular,may,528,1,358,failure
no,38,admin,secondary,no,no,no,cellular,may,296,1,366,failure
no,28,technician,secondary,no,yes,no,cellular,may,354,1,370,failure
no,35,bluecollar,secondary,no,no,no,cellular,may,55,1,364,failure
no,44,bluecollar,primary,no,yes,no,cellular,may,152,1,370,failure
no,48,bluecollar,secondary,no,yes,no,cellular,may,56,1,343,other
no,25,technician,tertiary,no,yes,yes,cellular,may,66,1,351,failure
no,45,bluecollar,secondary,no,yes,no,cellular,may,154,5,176,other
no,34,bluecollar,secondary,no,yes,no,cellular,may,309,1,350,failure
no,37,bluecollar,secondary,no,yes,no,cellular,may,54,1,300,failure
no,30,services,secondary,no,yes,no,cellular,may,54,1,174,success
no,41,admin,secondary,no,yes,no,cellular,may,426,1,50,failure
yes,30,admin,secondary,no,yes,no,cellular,may,366,3,348,failure
no,32,services,secondary,no,no,no,cellular,may,223,1,299,failure
no,56,management,primary,no,yes,no,cellular,may,194,4,359,other
no,35,bluecollar,secondary,no,yes,no,cellular,may,484,3,364,other
no,31,bluecollar,secondary,no,yes,yes,cellular,may,193,3,344,other
no,34,bluecollar,secondary,no,yes,no,cellular,may,195,2,357,failure
no,37,services,tertiary,no,yes,no,cellular,may,98,2,370,failure
yes,41,services,secondary,no,yes,no,cellular,may,954,2,293,success
no,26,admin,secondary,no,yes,no,cellular,may,612,2,348,other
no,57,management,tertiary,no,yes,no,cellular,may,402,2,351,failure
no,37,bluecollar,secondary,no,yes,no,cellular,may,168,4,310,failure
no,39,management,tertiary,no,yes,yes,cellular,may,196,2,331,failure
no,39,bluecollar,primary,no,yes,no,cellular,may,220,4,370,other
no,57,bluecollar,secondary,no,yes,no,cellular,may,378,2,359,failure
no,32,technician,secondary,no,yes,no,cellular,may,80,2,268,other
no,51,bluecollar,primary,no,yes,yes,telephone,may,25,4,350,failure
no,40,bluecollar,primary,no,yes,no,cellular,may,277,2,343,failure
no,35,bluecollar,primary,no,yes,no,cellular,may,135,2,370,failure
no,33,technician,secondary,no,yes,yes,cellular,may,771,2,173,other
no,55,technician,tertiary,no,yes,no,telephone,may,992,5,370,other
no,31,services,secondary,no,yes,no,cellular,may,72,4,176,failure
no,49,entrepreneur,tertiary,no,yes,no,cellular,may,36,9,173,failure
no,35,services,secondary,no,yes,no,telephone,may,630,3,371,failure
no,47,services,secondary,no,yes,no,telephone,may,48,4,176,failure
no,44,services,secondary,no,yes,no,cellular,may,78,1,365,failure
no,33,management,secondary,no,yes,no,cellular,may,178,8,174,failure
no,39,bluecollar,secondary,no,yes,no,cellular,may,566,1,370,failure
no,31,bluecollar,primary,no,yes,no,cellular,may,317,1,352,failure
no,44,bluecollar,secondary,no,yes,no,cellular,may,86,2,304,failure
no,32,bluecollar,secondary,no,yes,no,cellular,may,532,1,358,failure
no,38,admin,secondary,no,yes,no,cellular,may,51,1,365,failure
no,38,services,secondary,no,yes,no,cellular,may,484,3,177,other
no,33,management,tertiary,no,yes,no,cellular,may,338,1,175,other
yes,49,management,tertiary,no,yes,no,cellular,may,590,5,359,other
no,26,admin,secondary,no,yes,no,cellular,may,451,1,339,failure
yes,31,selfemployed,tertiary,no,yes,no,cellular,may,745,1,174,failure
yes,55,bluecollar,primary,no,no,no,cellular,may,854,2,360,failure
no,39,services,secondary,no,no,no,cellular,may,1166,1,352,other
no,44,admin,secondary,no,yes,no,cellular,may,7,5,367,failure
no,40,unemployed,secondary,no,yes,no,cellular,may,255,2,345,failure
no,40,technician,tertiary,no,yes,no,cellular,may,377,4,280,other
no,35,management,tertiary,no,yes,no,cellular,may,279,1,266,failure
yes,35,bluecollar,secondary,no,yes,no,cellular,may,456,1,300,failure
yes,31,admin,secondary,no,yes,no,cellular,may,680,1,177,success
no,31,bluecollar,secondary,no,yes,no,cellular,may,258,1,300,success
yes,48,bluecollar,primary,no,yes,yes,cellular,may,307,1,177,failure
no,42,bluecollar,primary,no,yes,no,cellular,may,116,4,365,failure
no,55,retired,secondary,no,yes,no,cellular,may,47,1,370,failure
no,33,bluecollar,secondary,no,yes,no,cellular,may,72,2,370,failure
no,30,admin,secondary,no,yes,no,cellular,may,91,1,370,failure
yes,29,management,secondary,no,no,no,cellular,may,1075,1,14,failure
no,37,technician,secondary,no,yes,no,cellular,may,64,3,177,failure
no,46,housemaid,secondary,no,yes,no,cellular,may,93,1,350,other
no,36,technician,secondary,no,yes,no,cellular,may,419,1,360,failure
no,30,bluecollar,secondary,no,yes,no,cellular,may,87,1,345,other
no,45,entrepreneur,primary,no,yes,yes,cellular,may,586,1,364,failure
yes,34,management,tertiary,no,yes,no,cellular,may,492,1,175,failure
no,44,housemaid,primary,no,yes,yes,telephone,may,112,2,370,failure
no,27,bluecollar,secondary,no,yes,yes,cellular,may,88,1,353,failure
no,34,management,tertiary,no,yes,no,cellular,may,175,1,358,failure
no,36,technician,tertiary,no,yes,no,cellular,may,155,2,303,other
no,46,bluecollar,secondary,no,yes,no,cellular,may,106,1,349,failure
no,32,technician,tertiary,no,no,no,cellular,may,226,1,346,failure
no,28,bluecollar,tertiary,no,yes,no,cellular,may,256,1,322,success
no,47,bluecollar,primary,no,yes,no,cellular,may,285,1,330,other
yes,35,bluecollar,secondary,no,yes,no,cellular,may,191,1,346,failure
no,54,bluecollar,unknown,no,yes,no,cellular,may,239,1,351,failure
no,36,services,secondary,no,yes,no,cellular,may,99,7,352,failure
no,59,bluecollar,primary,no,no,no,cellular,may,56,2,350,failure
no,33,bluecollar,secondary,no,yes,no,cellular,may,332,2,358,failure
no,32,bluecollar,secondary,yes,yes,no,cellular,may,24,6,346,failure
no,37,bluecollar,primary,no,yes,yes,cellular,may,299,1,360,failure
no,55,management,primary,no,yes,no,cellular,may,8,4,300,failure
yes,34,admin,secondary,no,yes,no,telephone,may,604,4,366,other
no,55,bluecollar,primary,no,yes,no,telephone,may,427,2,364,failure
no,30,entrepreneur,tertiary,no,yes,no,cellular,may,176,2,365,failure
no,26,admin,secondary,no,yes,no,cellular,may,336,2,322,failure
no,41,admin,secondary,no,yes,yes,cellular,may,135,3,363,failure
no,47,bluecollar,primary,no,yes,yes,cellular,may,172,2,310,failure
no,55,admin,secondary,no,yes,no,cellular,may,62,4,352,failure
no,42,bluecollar,secondary,no,yes,no,telephone,may,33,7,365,failure
no,32,admin,secondary,no,yes,yes,cellular,may,908,3,344,other
no,37,services,secondary,no,yes,no,cellular,may,290,4,356,other
no,42,bluecollar,primary,no,yes,no,telephone,may,382,3,371,failure
no,33,bluecollar,secondary,no,yes,no,cellular,may,235,2,361,failure
no,30,technician,tertiary,no,yes,no,cellular,may,165,3,294,failure
no,40,technician,tertiary,no,yes,no,cellular,may,145,4,360,failure
no,39,bluecollar,secondary,no,yes,no,telephone,may,26,6,373,failure
no,33,technician,tertiary,no,yes,yes,telephone,may,12,4,176,other
no,37,bluecollar,primary,no,yes,no,cellular,may,14,2,344,other
no,57,services,secondary,no,yes,no,telephone,may,10,7,360,failure
no,30,technician,secondary,yes,yes,no,cellular,may,778,5,301,failure
no,32,services,secondary,no,no,yes,cellular,may,233,1,353,failure
no,36,selfemployed,tertiary,no,yes,no,cellular,may,33,1,298,failure
no,28,technician,secondary,no,yes,no,cellular,may,191,1,371,other
no,25,admin,secondary,no,yes,no,cellular,may,607,1,344,failure
no,52,bluecollar,primary,no,yes,no,cellular,may,7,4,340,other
no,33,management,tertiary,no,yes,no,cellular,may,21,8,331,failure
yes,26,services,secondary,no,yes,no,cellular,may,619,1,340,failure
no,42,bluecollar,primary,no,yes,no,telephone,may,7,4,371,failure
no,33,entrepreneur,secondary,no,yes,no,cellular,may,72,2,178,failure
no,34,management,tertiary,no,yes,no,cellular,may,160,1,277,failure
no,33,selfemployed,secondary,no,yes,yes,cellular,may,132,5,304,failure
no,43,services,secondary,no,yes,no,cellular,may,51,1,311,failure
no,31,bluecollar,secondary,no,yes,no,cellular,may,415,1,360,failure
no,31,technician,tertiary,no,yes,no,cellular,may,282,4,277,failure
no,31,technician,tertiary,no,yes,no,cellular,may,272,1,365,failure
no,33,bluecollar,secondary,no,yes,no,cellular,may,39,1,361,failure
no,32,selfemployed,tertiary,no,yes,no,cellular,may,34,1,353,other
yes,35,admin,secondary,no,no,no,cellular,may,669,1,312,failure
no,42,admin,secondary,no,yes,no,cellular,may,495,1,347,failure
no,32,bluecollar,secondary,no,yes,no,cellular,may,233,1,368,failure
no,28,bluecollar,tertiary,no,no,no,cellular,may,48,4,298,failure
no,32,admin,tertiary,no,yes,no,cellular,may,58,1,352,failure
no,26,student,tertiary,no,yes,no,cellular,may,55,1,368,failure
no,31,admin,secondary,no,no,no,cellular,may,332,1,297,other
no,53,bluecollar,primary,no,yes,no,cellular,may,984,1,368,failure
no,32,services,secondary,no,no,no,cellular,may,339,1,345,failure
no,29,admin,secondary,no,yes,yes,cellular,may,51,1,345,failure
no,42,services,secondary,no,yes,no,cellular,may,395,1,361,other
no,39,entrepreneur,unknown,no,yes,no,telephone,may,59,3,367,other
no,35,technician,secondary,no,yes,no,cellular,may,75,1,368,failure
no,27,services,secondary,no,yes,no,cellular,may,151,1,345,failure
no,32,services,secondary,no,yes,no,telephone,may,36,2,176,failure
no,28,bluecollar,secondary,no,yes,no,cellular,may,145,2,329,failure
no,25,bluecollar,secondary,no,yes,no,cellular,may,178,1,359,failure
no,30,entrepreneur,tertiary,no,yes,no,cellular,may,10,5,175,other
yes,29,services,secondary,no,yes,no,cellular,may,792,2,298,failure
no,25,technician,secondary,no,yes,no,cellular,may,333,1,330,failure
no,34,bluecollar,secondary,no,yes,no,cellular,may,358,1,176,failure
yes,39,entrepreneur,secondary,no,yes,no,cellular,may,576,4,371,failure
no,27,services,secondary,no,yes,no,cellular,may,50,1,352,failure
no,29,bluecollar,primary,no,yes,no,cellular,may,78,1,359,failure
no,49,admin,secondary,no,yes,no,cellular,may,98,1,350,failure
no,29,student,tertiary,no,yes,no,cellular,may,15,5,361,failure
no,26,student,secondary,no,yes,no,cellular,may,18,8,371,other
no,39,admin,secondary,no,no,no,cellular,may,123,2,364,failure
no,52,bluecollar,primary,no,yes,no,cellular,may,81,2,295,failure
yes,28,services,secondary,no,yes,no,cellular,may,437,3,347,other
no,41,selfemployed,tertiary,no,yes,no,cellular,may,217,6,178,failure
no,32,bluecollar,primary,no,no,no,cellular,may,463,1,175,failure
no,37,bluecollar,primary,no,yes,no,cellular,may,189,3,352,other
no,41,services,secondary,no,yes,no,cellular,may,303,2,351,failure
yes,25,admin,secondary,no,yes,no,cellular,may,832,1,367,failure
no,28,technician,tertiary,no,yes,yes,cellular,may,201,3,294,success
no,41,bluecollar,primary,no,yes,no,cellular,may,58,3,359,other
no,27,bluecollar,secondary,no,yes,no,cellular,may,141,1,343,failure
no,35,technician,secondary,no,yes,no,cellular,may,26,1,357,other
no,46,management,tertiary,no,yes,yes,cellular,may,33,2,176,other
no,29,technician,tertiary,no,yes,no,cellular,may,757,1,330,failure
no,30,bluecollar,secondary,no,no,no,cellular,may,42,2,297,failure
no,49,bluecollar,secondary,no,yes,yes,cellular,may,167,2,373,failure
no,45,unemployed,secondary,no,yes,no,cellular,may,320,3,371,failure
no,59,selfemployed,primary,no,yes,no,cellular,may,57,2,332,failure
no,28,technician,tertiary,no,yes,yes,cellular,may,296,2,353,other
yes,36,admin,secondary,no,yes,no,cellular,may,1357,4,374,failure
no,30,admin,primary,no,yes,no,cellular,may,212,2,368,failure
no,30,technician,secondary,no,yes,no,cellular,may,199,2,354,failure
yes,38,selfemployed,tertiary,no,yes,no,cellular,may,406,4,359,other
no,44,bluecollar,primary,no,yes,yes,cellular,may,197,3,288,failure
no,40,management,tertiary,no,yes,no,cellular,may,1259,2,333,failure
no,45,services,secondary,no,yes,yes,cellular,may,8,2,346,failure
no,41,admin,secondary,no,yes,no,cellular,may,77,2,347,failure
no,30,technician,secondary,no,yes,no,cellular,may,124,2,298,failure
no,54,admin,secondary,no,yes,no,cellular,may,895,5,365,failure
no,28,services,secondary,no,yes,yes,cellular,may,376,3,368,failure
no,39,services,secondary,no,yes,no,cellular,may,411,6,175,other
no,48,bluecollar,primary,no,yes,no,telephone,may,74,5,367,other
no,30,admin,secondary,no,no,no,cellular,may,340,2,368,failure
no,31,bluecollar,secondary,no,yes,no,telephone,may,350,8,360,failure
no,24,admin,secondary,no,yes,no,cellular,may,80,3,368,failure
no,36,admin,secondary,no,yes,no,cellular,may,61,4,371,other
no,29,entrepreneur,secondary,no,yes,no,cellular,may,69,3,361,failure
no,32,management,tertiary,no,yes,no,cellular,may,64,3,371,failure
no,45,admin,secondary,no,yes,yes,cellular,may,262,2,352,failure
no,26,student,secondary,no,yes,no,cellular,may,34,11,374,other
no,34,admin,secondary,no,no,no,cellular,may,22,8,331,failure
no,46,services,secondary,no,yes,no,cellular,may,138,2,297,failure
no,41,services,secondary,no,yes,yes,cellular,may,69,3,357,failure
no,45,services,secondary,no,yes,no,cellular,may,25,5,372,failure
no,55,technician,tertiary,no,yes,no,cellular,may,28,8,366,other
no,37,bluecollar,secondary,no,yes,no,cellular,may,68,4,359,failure
no,29,admin,secondary,no,yes,no,cellular,may,1223,3,371,failure
no,23,bluecollar,primary,no,yes,no,cellular,may,509,3,345,other
no,27,admin,secondary,no,yes,no,cellular,may,143,2,343,failure
no,29,technician,secondary,no,yes,no,cellular,may,85,3,368,failure
no,42,bluecollar,primary,no,yes,no,cellular,may,1326,6,175,failure
no,33,bluecollar,primary,no,yes,no,cellular,may,34,10,331,other
no,27,admin,tertiary,no,yes,no,cellular,may,157,2,351,failure
no,43,bluecollar,primary,no,yes,no,cellular,may,38,7,332,failure
no,27,student,tertiary,no,yes,no,cellular,may,258,2,343,other
no,42,technician,tertiary,no,yes,yes,cellular,may,11,7,330,failure
no,35,management,tertiary,yes,yes,no,cellular,may,168,2,364,other
no,38,entrepreneur,secondary,no,no,yes,cellular,may,57,11,366,other
no,24,bluecollar,secondary,no,yes,yes,cellular,may,543,3,350,failure
no,57,bluecollar,secondary,no,yes,yes,cellular,may,102,2,178,failure
no,29,services,secondary,no,yes,yes,cellular,may,16,4,355,other
no,34,admin,secondary,no,yes,no,cellular,may,114,4,364,other
no,27,services,secondary,no,yes,no,cellular,may,106,5,362,other
no,54,bluecollar,secondary,no,yes,yes,cellular,may,9,11,350,other
no,49,bluecollar,primary,no,yes,no,telephone,may,19,5,364,failure
no,30,management,tertiary,no,yes,no,cellular,may,97,2,298,failure
no,32,bluecollar,primary,no,yes,no,cellular,may,24,2,349,other
no,35,bluecollar,secondary,no,yes,no,cellular,may,7,7,367,failure
yes,40,admin,secondary,no,yes,no,cellular,may,906,2,350,failure
no,54,bluecollar,primary,no,yes,no,cellular,may,34,7,348,failure
no,34,bluecollar,primary,no,yes,no,cellular,may,173,1,299,other
no,32,management,tertiary,no,yes,no,telephone,may,87,6,178,failure
no,32,management,tertiary,no,yes,no,cellular,may,213,1,264,failure
no,32,services,secondary,no,yes,no,cellular,may,192,1,180,failure
no,43,bluecollar,primary,no,yes,no,cellular,may,16,6,362,failure
no,32,selfemployed,secondary,no,yes,no,cellular,may,158,1,355,failure
no,25,admin,secondary,no,yes,no,cellular,may,217,1,370,failure
no,30,admin,secondary,no,yes,no,cellular,may,298,1,355,failure
no,48,management,tertiary,no,yes,no,cellular,may,17,1,369,other
no,32,admin,secondary,no,yes,no,cellular,may,88,1,364,failure
no,53,services,secondary,no,yes,no,cellular,may,185,1,178,failure
no,27,bluecollar,secondary,no,no,yes,cellular,may,110,1,334,other
yes,24,services,secondary,no,yes,no,cellular,may,493,1,370,other
no,27,technician,secondary,no,yes,no,cellular,may,268,1,355,failure
no,36,management,tertiary,no,yes,no,cellular,may,40,1,269,failure
no,30,services,secondary,no,yes,no,cellular,may,98,1,178,failure
no,36,services,tertiary,no,yes,no,cellular,may,69,1,367,other
no,35,technician,secondary,no,no,no,cellular,may,132,1,360,failure
no,29,admin,secondary,no,yes,no,cellular,may,191,2,357,success
no,33,admin,secondary,no,yes,no,cellular,may,164,5,294,failure
no,33,technician,tertiary,no,yes,no,cellular,may,202,1,263,failure
no,23,technician,secondary,no,yes,no,cellular,may,224,2,356,failure
no,37,bluecollar,primary,no,yes,no,cellular,may,125,3,350,failure
no,32,admin,secondary,no,yes,no,cellular,may,110,1,315,failure
no,24,technician,tertiary,no,yes,no,cellular,may,78,2,367,other
no,47,bluecollar,primary,no,yes,no,cellular,may,132,1,279,failure
yes,36,housemaid,secondary,no,yes,no,cellular,may,1008,1,347,success
no,27,bluecollar,primary,no,yes,no,cellular,may,276,4,301,success
yes,45,technician,secondary,no,yes,yes,cellular,may,618,1,355,failure
no,27,technician,secondary,no,yes,no,cellular,may,336,1,356,failure
no,47,technician,secondary,no,yes,no,cellular,may,778,2,336,success
no,26,bluecollar,secondary,no,yes,no,cellular,may,1010,2,356,failure
no,44,admin,secondary,no,yes,no,cellular,may,517,3,350,failure
no,34,bluecollar,primary,no,yes,no,cellular,may,180,3,360,failure
no,44,admin,secondary,no,yes,yes,cellular,may,35,3,349,failure
no,28,management,secondary,no,yes,no,cellular,may,98,2,315,failure
no,34,technician,secondary,no,yes,no,cellular,may,16,4,273,other
no,28,bluecollar,secondary,no,yes,no,cellular,may,630,2,356,other
no,30,services,secondary,no,yes,no,cellular,may,13,3,355,failure
no,36,technician,secondary,no,yes,no,cellular,may,69,2,333,failure
no,40,technician,secondary,no,yes,no,cellular,may,19,4,374,other
no,29,entrepreneur,tertiary,no,yes,no,cellular,may,76,2,356,failure
no,31,technician,tertiary,no,yes,no,cellular,may,333,2,355,failure
no,59,retired,primary,no,yes,no,telephone,may,110,3,374,failure
yes,34,bluecollar,primary,no,yes,no,cellular,may,1057,6,355,other
no,36,bluecollar,primary,no,yes,no,cellular,may,50,2,360,failure
no,47,bluecollar,secondary,no,yes,no,cellular,may,72,3,369,failure
no,33,selfemployed,secondary,no,yes,no,cellular,may,30,2,336,other
no,28,services,secondary,no,yes,no,cellular,may,16,5,355,other
no,39,technician,secondary,no,yes,no,cellular,may,122,3,357,failure
no,24,bluecollar,secondary,no,yes,no,cellular,may,14,3,355,other
no,32,admin,secondary,yes,yes,yes,cellular,may,82,3,363,other
no,31,entrepreneur,primary,no,yes,no,cellular,may,9,3,362,failure
no,32,technician,secondary,no,yes,no,cellular,may,8,4,279,other
no,26,bluecollar,secondary,no,yes,no,cellular,may,11,6,367,other
yes,38,technician,secondary,no,yes,no,cellular,may,1173,3,278,success
no,29,bluecollar,primary,no,yes,no,cellular,may,27,4,356,failure
no,25,services,secondary,no,yes,no,cellular,may,477,3,356,other
yes,35,services,secondary,no,yes,no,cellular,may,1359,3,368,failure
yes,42,bluecollar,secondary,no,yes,no,cellular,may,324,1,106,failure
yes,45,admin,secondary,no,yes,yes,cellular,may,582,1,95,success
no,39,technician,secondary,no,no,no,cellular,may,86,1,93,success
no,43,unemployed,unknown,no,yes,no,cellular,may,680,1,95,failure
no,58,retired,primary,no,no,no,telephone,may,250,1,94,success
no,58,retired,primary,no,yes,no,cellular,may,807,1,310,other
yes,27,student,tertiary,no,yes,no,cellular,may,198,1,98,success
no,46,services,secondary,no,yes,no,cellular,may,115,3,379,failure
yes,42,management,primary,no,yes,no,cellular,may,545,2,186,success
no,28,technician,secondary,no,no,no,cellular,may,253,1,107,failure
no,54,bluecollar,primary,no,no,no,telephone,may,86,1,88,failure
no,32,technician,tertiary,no,no,no,cellular,may,146,1,97,other
no,33,technician,secondary,no,no,no,cellular,may,241,1,108,failure
yes,26,student,tertiary,no,yes,no,cellular,may,397,1,35,failure
no,37,management,tertiary,no,yes,no,cellular,may,116,1,18,failure
yes,32,technician,tertiary,no,yes,no,cellular,may,414,2,35,failure
no,32,management,tertiary,no,no,no,cellular,may,61,1,190,failure
no,24,selfemployed,unknown,no,no,no,cellular,may,78,1,105,failure
no,35,bluecollar,secondary,no,yes,no,cellular,may,293,2,19,failure
yes,58,technician,secondary,no,no,no,cellular,may,1078,1,97,other
yes,31,technician,secondary,no,no,no,cellular,may,91,1,285,other
yes,48,management,tertiary,no,yes,no,cellular,may,208,2,96,other
no,24,student,unknown,no,no,no,cellular,may,147,1,40,failure
no,36,technician,secondary,no,no,no,cellular,may,83,1,42,success
no,34,management,tertiary,no,yes,yes,cellular,may,197,2,98,other
no,29,services,secondary,no,yes,no,cellular,may,407,2,98,success
no,36,admin,tertiary,no,no,no,cellular,may,80,1,102,failure
yes,37,admin,secondary,no,no,no,cellular,may,242,1,212,success
no,26,management,tertiary,no,yes,no,cellular,may,74,4,43,other
no,51,housemaid,unknown,no,yes,no,cellular,may,133,2,41,success
yes,26,admin,secondary,no,no,no,cellular,may,776,3,97,success
no,60,housemaid,secondary,no,no,no,cellular,may,95,1,99,failure
yes,30,management,tertiary,no,no,no,cellular,may,119,1,98,success
no,38,technician,secondary,no,no,no,cellular,may,161,1,100,success
no,52,technician,secondary,no,yes,yes,cellular,may,99,2,99,success
yes,43,admin,secondary,no,no,no,cellular,may,187,2,71,success
no,26,management,tertiary,no,no,no,cellular,may,210,2,100,success
no,36,admin,secondary,no,yes,no,cellular,may,77,1,100,failure
yes,25,technician,secondary,no,yes,no,cellular,may,188,3,10,failure
yes,49,management,tertiary,no,yes,no,cellular,jun,205,1,95,success
no,60,technician,secondary,no,no,no,cellular,jun,814,1,80,success
no,46,management,tertiary,no,no,no,cellular,jun,67,1,41,failure
no,52,technician,secondary,no,yes,no,cellular,jun,144,1,83,failure
no,60,management,tertiary,no,yes,yes,cellular,jun,128,1,192,failure
yes,54,services,secondary,no,no,no,cellular,jun,174,1,81,success
yes,47,management,tertiary,no,no,no,cellular,jun,163,2,84,success
no,36,management,tertiary,no,no,no,cellular,jun,126,1,120,failure
no,48,bluecollar,secondary,no,yes,yes,cellular,jun,118,2,81,success
yes,26,admin,tertiary,no,no,yes,cellular,jun,199,1,96,success
no,34,selfemployed,tertiary,no,no,no,telephone,jun,50,2,120,other
yes,38,admin,tertiary,no,no,no,cellular,jun,103,1,67,success
no,49,technician,tertiary,no,yes,no,cellular,jun,225,1,82,success
yes,42,services,secondary,no,yes,no,cellular,jun,271,2,92,success
no,45,management,tertiary,no,yes,no,cellular,jun,163,1,95,failure
yes,38,technician,secondary,no,yes,no,cellular,jun,318,1,95,success
no,34,admin,secondary,no,yes,no,cellular,jun,159,1,84,failure
no,54,management,tertiary,no,no,no,cellular,jun,122,2,91,failure
no,39,technician,tertiary,no,no,no,telephone,jun,116,2,121,failure
yes,26,technician,secondary,no,yes,no,cellular,jun,385,2,96,success
no,33,services,tertiary,no,yes,no,cellular,jun,2219,1,28,failure
no,45,technician,secondary,no,yes,no,cellular,jun,240,1,307,other
no,37,technician,secondary,no,yes,yes,cellular,jun,254,1,96,failure
no,44,management,tertiary,no,no,no,cellular,jun,136,6,83,success
no,41,admin,secondary,no,yes,no,cellular,jun,77,2,391,other
yes,43,bluecollar,primary,no,no,no,cellular,jun,725,2,93,success
yes,32,bluecollar,secondary,no,yes,no,cellular,jun,1076,2,85,other
yes,41,services,secondary,no,yes,yes,cellular,jun,352,2,122,failure
yes,43,management,tertiary,no,no,no,cellular,jun,156,1,85,failure
yes,38,entrepreneur,secondary,no,yes,no,cellular,jun,81,2,391,failure
yes,35,bluecollar,secondary,no,no,yes,cellular,jun,147,1,119,failure
no,38,management,tertiary,no,yes,no,cellular,jun,422,1,79,other
no,30,admin,secondary,no,yes,no,cellular,jun,156,2,17,other
yes,55,management,tertiary,no,yes,no,cellular,jun,103,2,95,other
yes,37,unknown,tertiary,no,no,no,cellular,jun,257,2,97,success
yes,46,technician,secondary,no,no,yes,cellular,jun,148,2,101,success
yes,36,entrepreneur,tertiary,no,no,no,cellular,jun,993,4,85,success
no,52,management,tertiary,no,no,no,telephone,jun,137,3,113,other
no,29,technician,tertiary,no,yes,no,cellular,jun,234,7,330,failure
yes,50,management,tertiary,no,no,no,cellular,jun,532,2,98,other
